state,polling_place,yes_n,no_n,formal_n,informal_n,total_n,yes_p,no_p,formal_p,informal_p
SA,Royal Park South,866,978,1844,24,1868,0.4696,0.5304,0.9872,0.0128
SA,Saddleworth,97,279,376,1,377,0.258,0.742,0.9973,0.0027
SA,Salisbury,713,1151,1864,19,1883,0.3825,0.6175,0.9899,0.0101
SA,Salisbury Central,618,1061,1679,18,1697,0.3681,0.6319,0.9894,0.0106
SA,Salisbury Downs,1069,1812,2881,57,2938,0.3711,0.6289,0.9806,0.0194
SA,Salisbury East,922,1709,2631,33,2664,0.3504,0.6496,0.9876,0.0124
SA,Salisbury East Central,834,1378,2212,22,2234,0.377,0.623,0.9902,0.0098
SA,Salisbury Heights,979,1644,2623,23,2646,0.3732,0.6268,0.9913,0.0087
SA,Salisbury Heights South,344,659,1003,12,1015,0.343,0.657,0.9882,0.0118
SA,Salisbury North,869,1704,2573,44,2617,0.3377,0.6623,0.9832,0.0168
SA,Salisbury North West,999,1867,2866,36,2902,0.3486,0.6514,0.9876,0.0124
SA,Salisbury Park,668,1239,1907,21,1928,0.3503,0.6497,0.9891,0.0109
SA,Salt Creek,26,24,50,0,50,0.52,0.48,1.0,0.0
SA,Sandy Creek,164,344,508,3,511,0.3228,0.6772,0.9941,0.0059
SA,Seacliff,1103,1002,2105,14,2119,0.524,0.476,0.9934,0.0066
SA,Seacombe Heights,1407,1392,2799,21,2820,0.5027,0.4973,0.9926,0.0074
SA,Seaford,1016,1384,2400,21,2421,0.4233,0.5767,0.9913,0.0087
SA,Seaford Rise,787,1253,2040,14,2054,0.3858,0.6142,0.9932,0.0068
SA,Seaton,1040,1157,2197,41,2238,0.4734,0.5266,0.9817,0.0183
SA,Seaton Park,1176,1269,2445,26,2471,0.481,0.519,0.9895,0.0105
SA,Seaton West,696,744,1440,14,1454,0.4833,0.5167,0.9904,0.0096
SA,Seaview Downs,756,748,1504,15,1519,0.5027,0.4973,0.9901,0.0099
SA,Second Valley,43,53,96,0,96,0.4479,0.5521,1.0,0.0
SA,Sedan,43,121,164,1,165,0.2622,0.7378,0.9939,0.0061
SA,Sellicks Beach,281,482,763,5,768,0.3683,0.6317,0.9935,0.0065
SA,Semaphore,1103,839,1942,16,1958,0.568,0.432,0.9918,0.0082
SA,Semaphore Park,631,752,1383,10,1393,0.4563,0.5437,0.9928,0.0072
SA,Semaphore Park South,497,742,1239,14,1253,0.4011,0.5989,0.9888,0.0112
SA,Semaphore South,631,672,1303,14,1317,0.4843,0.5157,0.9894,0.0106
SA,Sheidow Park,1117,1369,2486,23,2509,0.4493,0.5507,0.9908,0.0092
SA,Smithfield,366,815,1181,25,1206,0.3099,0.6901,0.9793,0.0207
SA,Smithfield Plains,344,979,1323,23,1346,0.26,0.74,0.9829,0.0171
SA,Smoky Bay,50,128,178,2,180,0.2809,0.7191,0.9889,0.0111
SA,Snowtown,99,302,401,2,403,0.2469,0.7531,0.995,0.005
SA,Solomontown,535,1198,1733,23,1756,0.3087,0.6913,0.9869,0.0131
SA,Somerton Park East,618,814,1432,13,1445,0.4316,0.5684,0.991,0.009
SA,South Plympton,519,613,1132,19,1151,0.4585,0.5415,0.9835,0.0165
SA,Southend,57,120,177,2,179,0.322,0.678,0.9888,0.0112
SA,Spalding,83,193,276,2,278,0.3007,0.6993,0.9928,0.0072
SA,Springton,118,221,339,2,341,0.3481,0.6519,0.9941,0.0059
SA,St Agnes,1254,1665,2919,22,2941,0.4296,0.5704,0.9925,0.0075
SA,St Agnes West,603,991,1594,8,1602,0.3783,0.6217,0.995,0.005
SA,St Marys,848,962,1810,12,1822,0.4685,0.5315,0.9934,0.0066
SA,St Morris,740,552,1292,16,1308,0.5728,0.4272,0.9878,0.0122
SA,St Peters,386,247,633,3,636,0.6098,0.3902,0.9953,0.0047
SA,St Peters East,1116,654,1770,16,1786,0.6305,0.3695,0.991,0.009
SA,Stansbury,105,375,480,1,481,0.2188,0.7812,0.9979,0.0021
SA,Stirling East,734,436,1170,6,1176,0.6274,0.3726,0.9949,0.0051
SA,Stirling North,244,678,922,10,932,0.2646,0.7354,0.9893,0.0107
SA,Stirling West,1255,771,2026,11,2037,0.6194,0.3806,0.9946,0.0054
SA,Stockwell,69,244,313,0,313,0.2204,0.7796,1.0,0.0
SA,Stonyfell,983,877,1860,13,1873,0.5285,0.4715,0.9931,0.0069
SA,Strathalbyn,826,1671,2497,21,2518,0.3308,0.6692,0.9917,0.0083
SA,Streaky Bay,229,602,831,13,844,0.2756,0.7244,0.9846,0.0154
SA,Sturt,382,436,818,2,820,0.467,0.533,0.9976,0.0024
SA,Summertown,463,343,806,4,810,0.5744,0.4256,0.9951,0.0049
SA,Surrey Downs,1039,1489,2528,13,2541,0.411,0.589,0.9949,0.0051
SA,Suttontown,179,491,670,3,673,0.2672,0.7328,0.9955,0.0045
SA,Swan Reach,87,132,219,2,221,0.3973,0.6027,0.991,0.009
SA,Tailem Bend,390,882,1272,14,1286,0.3066,0.6934,0.9891,0.0109
SA,Tantanoola,96,171,267,4,271,0.3596,0.6404,0.9852,0.0148
SA,Tanunda,963,1795,2758,21,2779,0.3492,0.6508,0.9924,0.0076
SA,Taperoo,1092,1583,2675,23,2698,0.4082,0.5918,0.9915,0.0085
SA,Taperoo East,519,890,1409,17,1426,0.3683,0.6317,0.9881,0.0119
SA,Tarlee,68,189,257,2,259,0.2646,0.7354,0.9923,0.0077
SA,Tarpeena,115,235,350,8,358,0.3286,0.6714,0.9777,0.0223
SA,Tea Tree Gully,710,802,1512,12,1524,0.4696,0.5304,0.9921,0.0079
SA,Terowie,22,75,97,3,100,0.2268,0.7732,0.97,0.03
SA,Tintinara,122,345,467,1,468,0.2612,0.7388,0.9979,0.0021
SA,Tonsley Park,607,779,1386,11,1397,0.438,0.562,0.9921,0.0079
SA,Toorak Gardens,1380,769,2149,14,2163,0.6422,0.3578,0.9935,0.0065
SA,Torrensville,1531,968,2499,42,2541,0.6126,0.3874,0.9835,0.0165
SA,Tranmere,950,736,1686,13,1699,0.5635,0.4365,0.9923,0.0077
SA,Trinity Gardens,1066,732,1798,20,1818,0.5929,0.4071,0.989,0.011
SA,Trott Park,578,631,1209,9,1218,0.4781,0.5219,0.9926,0.0074
SA,Truro,87,290,377,4,381,0.2308,0.7692,0.9895,0.0105
SA,Tumby Bay,278,820,1098,9,1107,0.2532,0.7468,0.9919,0.0081
SA,Tusmore,1151,832,1983,5,1988,0.5804,0.4196,0.9975,0.0025
SA,Two Wells,703,1494,2197,22,2219,0.32,0.68,0.9901,0.0099
SA,Ungarra,36,107,143,1,144,0.2517,0.7483,0.9931,0.0069
SA,Unley,2050,949,2999,15,3014,0.6836,0.3164,0.995,0.005
SA,Upper Sturt,302,223,525,2,527,0.5752,0.4248,0.9962,0.0038
SA,Uraidla,267,259,526,3,529,0.5076,0.4924,0.9943,0.0057
SA,Vale Park,959,852,1811,16,1827,0.5295,0.4705,0.9912,0.0088
SA,Valley View,638,774,1412,10,1422,0.4518,0.5482,0.993,0.007
SA,Victor Harbor,1279,2163,3442,43,3485,0.3716,0.6284,0.9877,0.0123
SA,Victor Harbor East,428,828,1256,13,1269,0.3408,0.6592,0.9898,0.0102
SA,Victor Harbor South,514,933,1447,8,1455,0.3552,0.6448,0.9945,0.0055
SA,Virginia,691,941,1632,30,1662,0.4234,0.5766,0.9819,0.0181
SA,Waikerie,692,1370,2062,20,2082,0.3356,0.6644,0.9904,0.0096
SA,Walker Flat,37,99,136,1,137,0.2721,0.7279,0.9927,0.0073
SA,Walkerville,1329,973,2302,13,2315,0.5773,0.4227,0.9944,0.0056
SA,Walkerville North,527,463,990,3,993,0.5323,0.4677,0.997,0.003
SA,Wallaroo,510,1306,1816,19,1835,0.2808,0.7192,0.9896,0.0104
SA,Wallaroo Mines,127,438,565,5,570,0.2248,0.7752,0.9912,0.0088
SA,Wanbi,13,53,66,0,66,0.197,0.803,1.0,0.0
SA,Wangary,89,184,273,3,276,0.326,0.674,0.9891,0.0109
SA,Warooka,118,317,435,3,438,0.2713,0.7287,0.9932,0.0068
SA,Warradale,1366,1738,3104,18,3122,0.4401,0.5599,0.9942,0.0058
SA,Warramboo,29,84,113,1,114,0.2566,0.7434,0.9912,0.0088
SA,Wasleys,86,209,295,3,298,0.2915,0.7085,0.9899,0.0101
SA,Watervale,116,167,283,1,284,0.4099,0.5901,0.9965,0.0035
SA,Wayville,402,170,572,10,582,0.7028,0.2972,0.9828,0.0172
SA,Wellington West,43,147,190,1,191,0.2263,0.7737,0.9948,0.0052
SA,West Beach,1415,1252,2667,22,2689,0.5306,0.4694,0.9918,0.0082
SA,West Brighton,806,674,1480,12,1492,0.5446,0.4554,0.992,0.008
SA,West Croydon,1143,821,1964,24,1988,0.582,0.418,0.9879,0.0121
SA,West Lakes Shore,2336,2197,4533,33,4566,0.5153,0.4847,0.9928,0.0072
SA,West Richmond,434,472,906,11,917,0.479,0.521,0.988,0.012
SA,Westbourne Park,1073,793,1866,13,1879,0.575,0.425,0.9931,0.0069
SA,Western Flat,27,68,95,2,97,0.2842,0.7158,0.9794,0.0206
SA,Whyalla Central East,454,535,989,4,993,0.459,0.541,0.996,0.004
SA,Whyalla Central West,753,1210,1963,21,1984,0.3836,0.6164,0.9894,0.0106
SA,Whyalla Norrie East,753,1152,1905,17,1922,0.3953,0.6047,0.9912,0.0088
SA,Whyalla Norrie North,568,1044,1612,17,1629,0.3524,0.6476,0.9896,0.0104
SA,Whyalla Norrie North-West,351,693,1044,10,1054,0.3362,0.6638,0.9905,0.0095
SA,Whyalla Norrie South,454,1067,1521,12,1533,0.2985,0.7015,0.9922,0.0078
SA,Whyalla Stuart South,577,1403,1980,20,2000,0.2914,0.7086,0.99,0.01
SA,Whyalla Stuart West,441,786,1227,10,1237,0.3594,0.6406,0.9919,0.0081
SA,Willalooka,56,102,158,1,159,0.3544,0.6456,0.9937,0.0063
SA,Willaston - Hewett,475,1028,1503,13,1516,0.316,0.684,0.9914,0.0086
SA,Williamstown,427,725,1152,8,1160,0.3707,0.6293,0.9931,0.0069
SA,Willsden,344,759,1103,12,1115,0.3119,0.6881,0.9892,0.0108
SA,Willunga,775,997,1772,10,1782,0.4374,0.5626,0.9944,0.0056
SA,Wilmington,92,301,393,3,396,0.2341,0.7659,0.9924,0.0076
SA,Windsor Gardens East,460,463,923,4,927,0.4984,0.5016,0.9957,0.0043
SA,Windsor Gardens West,577,691,1268,12,1280,0.455,0.545,0.9906,0.0094
SA,Winkie,75,107,182,0,182,0.4121,0.5879,1.0,0.0
SA,Wirrabara,97,277,374,2,376,0.2594,0.7406,0.9947,0.0053
SA,Wirrulla,35,81,116,0,116,0.3017,0.6983,1.0,0.0
SA,Wolseley,30,108,138,0,138,0.2174,0.7826,1.0,0.0
SA,Woodchester,90,190,280,1,281,0.3214,0.6786,0.9964,0.0036
SA,Woodcroft,1842,2455,4297,32,4329,0.4287,0.5713,0.9926,0.0074
SA,Woodforde,246,168,414,2,416,0.5942,0.4058,0.9952,0.0048
SA,Woods Point,34,107,141,1,142,0.2411,0.7589,0.993,0.007
SA,Woodside,458,815,1273,14,1287,0.3598,0.6402,0.9891,0.0109
SA,Woodville,863,747,1610,14,1624,0.536,0.464,0.9914,0.0086
SA,Woodville Gardens,1280,1459,2739,51,2790,0.4673,0.5327,0.9817,0.0183
SA,Woodville North,606,724,1330,21,1351,0.4556,0.5444,0.9845,0.0155
SA,Woodville South,887,924,1811,20,1831,0.4898,0.5102,0.9891,0.0109
SA,Woodville West,759,1095,1854,27,1881,0.4094,0.5906,0.9856,0.0144
SA,Woomera,104,152,256,4,260,0.4062,0.5938,0.9846,0.0154
SA,Wudinna,168,447,615,8,623,0.2732,0.7268,0.9872,0.0128
SA,Wynn Vale,2135,2532,4667,26,4693,0.4575,0.5425,0.9945,0.0055
SA,Yacka,21,82,103,0,103,0.2039,0.7961,1.0,0.0
SA,Yahl,98,219,317,3,320,0.3091,0.6909,0.9906,0.0094
SA,Yankalilla,479,880,1359,4,1363,0.3525,0.6475,0.9971,0.0029
SA,Yorketown,165,513,678,9,687,0.2434,0.7566,0.9869,0.0131
TAS,Acton,500,1456,1956,33,1989,0.2556,0.7444,0.9834,0.0166
TAS,Addison Street,270,644,914,14,928,0.2954,0.7046,0.9849,0.0151
TAS,Albuera,392,168,560,3,563,0.7,0.3,0.9947,0.0053
TAS,Alonnah,98,108,206,0,206,0.4757,0.5243,1.0,0.0
TAS,Ambleside,212,385,597,5,602,0.3551,0.6449,0.9917,0.0083
TAS,Austins Ferry,610,867,1477,9,1486,0.413,0.587,0.9939,0.0061
TAS,Bagdad,216,469,685,2,687,0.3153,0.6847,0.9971,0.0029
TAS,Barnes Bay,50,68,118,2,120,0.4237,0.5763,0.9833,0.0167
TAS,Battery Point,765,388,1153,12,1165,0.6635,0.3365,0.9897,0.0103
TAS,Beaconsfield,333,718,1051,5,1056,0.3168,0.6832,0.9953,0.0047
TAS,Beauty Point,223,481,704,10,714,0.3168,0.6832,0.986,0.014
TAS,Bellerive,1446,1459,2905,29,2934,0.4978,0.5022,0.9901,0.0099
TAS,Bicheno,203,384,587,3,590,0.3458,0.6542,0.9949,0.0051
TAS,Bishopsbourne,31,78,109,0,109,0.2844,0.7156,1.0,0.0
TAS,Blackmans Bay,1457,1291,2748,16,2764,0.5302,0.4698,0.9942,0.0058
TAS,Blessington Upper,8,72,80,1,81,0.1,0.9,0.9877,0.0123
TAS,Bligh,307,628,935,8,943,0.3283,0.6717,0.9915,0.0085
TAS,Blythe Heads,66,167,233,4,237,0.2833,0.7167,0.9831,0.0169
TAS,Boat Harbour,110,183,293,2,295,0.3754,0.6246,0.9932,0.0068
TAS,Bothwell,78,325,403,5,408,0.1935,0.8065,0.9877,0.0123
TAS,Bowen Road,691,827,1518,23,1541,0.4552,0.5448,0.9851,0.0149
TAS,Bracknell,133,275,408,5,413,0.326,0.674,0.9879,0.0121
TAS,Branxholm,60,173,233,0,233,0.2575,0.7425,1.0,0.0
TAS,Brent Street,367,500,867,6,873,0.4233,0.5767,0.9931,0.0069
TAS,Bridgewater,668,1683,2351,32,2383,0.2841,0.7159,0.9866,0.0134
TAS,Bridport,366,731,1097,12,1109,0.3336,0.6664,0.9892,0.0108
TAS,Brighton,515,912,1427,8,1435,0.3609,0.6391,0.9944,0.0056
TAS,Broadmarsh,83,101,184,2,186,0.4511,0.5489,0.9892,0.0108
TAS,Bronte,32,76,108,0,108,0.2963,0.7037,1.0,0.0
TAS,Brooklyn,200,390,590,3,593,0.339,0.661,0.9949,0.0051
TAS,Buckland,34,100,134,0,134,0.2537,0.7463,1.0,0.0
TAS,Burnie,535,843,1378,9,1387,0.3882,0.6118,0.9935,0.0065
TAS,Burnie South,118,252,370,4,374,0.3189,0.6811,0.9893,0.0107
TAS,Calder,23,65,88,0,88,0.2614,0.7386,1.0,0.0
TAS,Cambridge,437,466,903,4,907,0.4839,0.5161,0.9956,0.0044
TAS,Campania,148,288,436,6,442,0.3394,0.6606,0.9864,0.0136
TAS,Campbell Town,179,469,648,8,656,0.2762,0.7238,0.9878,0.0122
TAS,Cape Barren Island,8,21,29,1,30,0.2759,0.7241,0.9667,0.0333
TAS,Carrick,139,305,444,5,449,0.3131,0.6869,0.9889,0.0111
TAS,Cascades,380,216,596,4,600,0.6376,0.3624,0.9933,0.0067
TAS,Chigwell,626,1050,1676,18,1694,0.3735,0.6265,0.9894,0.0106
TAS,Chudleigh,65,185,250,7,257,0.26,0.74,0.9728,0.0272
TAS,Claremont,641,999,1640,14,1654,0.3909,0.6091,0.9915,0.0085
TAS,Clarendon Vale,212,535,747,7,754,0.2838,0.7162,0.9907,0.0093
TAS,Claude Road,49,118,167,1,168,0.2934,0.7066,0.994,0.006
TAS,Colebrook,51,181,232,2,234,0.2198,0.7802,0.9915,0.0085
TAS,Coles Bay,65,80,145,0,145,0.4483,0.5517,1.0,0.0
TAS,Collinsvale,160,173,333,5,338,0.4805,0.5195,0.9852,0.0148
TAS,Cooee,326,519,845,7,852,0.3858,0.6142,0.9918,0.0082
TAS,Copping,89,100,189,1,190,0.4709,0.5291,0.9947,0.0053
TAS,Cornelian Bay,295,251,546,1,547,0.5403,0.4597,0.9982,0.0018
TAS,Cosgrove,317,402,719,8,727,0.4409,0.5591,0.989,0.011
TAS,Cosgrove Park,104,232,336,4,340,0.3095,0.6905,0.9882,0.0118
TAS,Cradoc,103,147,250,2,252,0.412,0.588,0.9921,0.0079
TAS,Creek Road,693,586,1279,16,1295,0.5418,0.4582,0.9876,0.0124
TAS,Cressy,221,521,742,10,752,0.2978,0.7022,0.9867,0.0133
TAS,Cross Street,1011,790,1801,20,1821,0.5614,0.4386,0.989,0.011
TAS,Cuprona,43,93,136,2,138,0.3162,0.6838,0.9855,0.0145
TAS,Currie,245,592,837,8,845,0.2927,0.7073,0.9905,0.0095
TAS,Cygnet,671,895,1566,17,1583,0.4285,0.5715,0.9893,0.0107
TAS,Deloraine,602,1468,2070,25,2095,0.2908,0.7092,0.9881,0.0119
TAS,Derby,40,108,148,2,150,0.2703,0.7297,0.9867,0.0133
TAS,Devonport Central,665,1127,1792,20,1812,0.3711,0.6289,0.989,0.011
TAS,Devonport East,634,1626,2260,21,2281,0.2805,0.7195,0.9908,0.0092
TAS,Devonport North,286,495,781,3,784,0.3662,0.6338,0.9962,0.0038
TAS,Devonport South,543,1188,1731,24,1755,0.3137,0.6863,0.9863,0.0137
TAS,Dilston,296,374,670,4,674,0.4418,0.5582,0.9941,0.0059
TAS,Dodges Ferry,768,894,1662,9,1671,0.4621,0.5379,0.9946,0.0054
TAS,Don,232,406,638,5,643,0.3636,0.6364,0.9922,0.0078
TAS,Dover,190,356,546,7,553,0.348,0.652,0.9873,0.0127
TAS,Dromedary,94,185,279,2,281,0.3369,0.6631,0.9929,0.0071
TAS,Dunalley,140,249,389,5,394,0.3599,0.6401,0.9873,0.0127
TAS,Dynnyrne,813,303,1116,8,1124,0.7285,0.2715,0.9929,0.0071
TAS,Eaglehawk Neck,108,160,268,3,271,0.403,0.597,0.9889,0.0111
TAS,Edith Creek,37,104,141,1,142,0.2624,0.7376,0.993,0.007
TAS,Elizabeth Street,560,265,825,8,833,0.6788,0.3212,0.9904,0.0096
TAS,Elizabeth Town,110,246,356,4,360,0.309,0.691,0.9889,0.0111
TAS,Ellendale,36,137,173,1,174,0.2081,0.7919,0.9943,0.0057
TAS,Elliott,74,150,224,3,227,0.3304,0.6696,0.9868,0.0132
TAS,Elphin,208,326,534,4,538,0.3895,0.6105,0.9926,0.0074
TAS,Elwick,180,248,428,5,433,0.4206,0.5794,0.9885,0.0115
TAS,Emita,23,25,48,1,49,0.4792,0.5208,0.9796,0.0204
TAS,Epping,58,130,188,2,190,0.3085,0.6915,0.9895,0.0105
TAS,Evandale,353,681,1034,3,1037,0.3414,0.6586,0.9971,0.0029
TAS,Exeter,447,786,1233,10,1243,0.3625,0.6375,0.992,0.008
TAS,Fern Tree,277,138,415,4,419,0.6675,0.3325,0.9905,0.0095
TAS,Fingal,103,186,289,4,293,0.3564,0.6436,0.9863,0.0137
TAS,Forcett,134,196,330,2,332,0.4061,0.5939,0.994,0.006
TAS,Forest,95,283,378,3,381,0.2513,0.7487,0.9921,0.0079
TAS,Forth,258,487,745,7,752,0.3463,0.6537,0.9907,0.0093
TAS,Frankford,41,83,124,2,126,0.3306,0.6694,0.9841,0.0159
TAS,Franklin,209,307,516,7,523,0.405,0.595,0.9866,0.0134
TAS,Franklin Village,64,139,203,3,206,0.3153,0.6847,0.9854,0.0146
TAS,Gagebrook,476,1143,1619,23,1642,0.294,0.706,0.986,0.014
TAS,Gawler,112,253,365,1,366,0.3068,0.6932,0.9973,0.0027
TAS,Geeveston,220,488,708,7,715,0.3107,0.6893,0.9902,0.0098
TAS,Geilston Bay,839,774,1613,16,1629,0.5201,0.4799,0.9902,0.0098
TAS,General Hospital,191,252,443,3,446,0.4312,0.5688,0.9933,0.0067
TAS,George Town,631,1503,2134,30,2164,0.2957,0.7043,0.9861,0.0139
TAS,George Town South,269,591,860,13,873,0.3128,0.6872,0.9851,0.0149
TAS,Gladstone,30,98,128,1,129,0.2344,0.7656,0.9922,0.0078
TAS,Glen Huon,87,156,243,2,245,0.358,0.642,0.9918,0.0082
TAS,Glengarry,91,196,287,0,287,0.3171,0.6829,1.0,0.0
TAS,Glenora,90,183,273,7,280,0.3297,0.6703,0.975,0.025
TAS,Glenorchy,1130,1714,2844,41,2885,0.3973,0.6027,0.9858,0.0142
TAS,Glenorchy East,971,1286,2257,27,2284,0.4302,0.5698,0.9882,0.0118
TAS,Goodwood,357,620,977,10,987,0.3654,0.6346,0.9899,0.0101
TAS,Granton,132,195,327,3,330,0.4037,0.5963,0.9909,0.0091
TAS,Grassy,22,86,108,2,110,0.2037,0.7963,0.9818,0.0182
TAS,Gravelly Beach,231,382,613,1,614,0.3768,0.6232,0.9984,0.0016
TAS,Gretna,45,137,182,1,183,0.2473,0.7527,0.9945,0.0055
TAS,Grove,206,328,534,4,538,0.3858,0.6142,0.9926,0.0074
TAS,Gunns Plains,21,70,91,0,91,0.2308,0.7692,1.0,0.0
TAS,Hadspen,346,705,1051,6,1057,0.3292,0.6708,0.9943,0.0057
TAS,Hagley,87,235,322,1,323,0.2702,0.7298,0.9969,0.0031
TAS,Hamilton,35,115,150,3,153,0.2333,0.7667,0.9804,0.0196
TAS,Havenview,152,378,530,2,532,0.2868,0.7132,0.9962,0.0038
TAS,Highclere,27,105,132,0,132,0.2045,0.7955,1.0,0.0
TAS,Hill Street,278,135,413,1,414,0.6731,0.3269,0.9976,0.0024
TAS,Hillwood,133,279,412,2,414,0.3228,0.6772,0.9952,0.0048
TAS,Hobart,443,241,684,9,693,0.6477,0.3523,0.987,0.013
TAS,Hobart Central,136,61,197,1,198,0.6904,0.3096,0.9949,0.0051
TAS,Hobart North,422,232,654,5,659,0.6453,0.3547,0.9924,0.0076
TAS,Hobart South,1068,609,1677,8,1685,0.6369,0.3631,0.9953,0.0047
TAS,Hobart West,661,291,952,8,960,0.6943,0.3057,0.9917,0.0083
TAS,Howden,149,109,258,3,261,0.5775,0.4225,0.9885,0.0115
TAS,Howrah,1403,1384,2787,18,2805,0.5034,0.4966,0.9936,0.0064
TAS,Huonville,565,949,1514,25,1539,0.3732,0.6268,0.9838,0.0162
TAS,Inveresk,358,634,992,17,1009,0.3609,0.6391,0.9832,0.0168
TAS,Invermay,492,802,1294,16,1310,0.3802,0.6198,0.9878,0.0122
TAS,Irishtown,69,201,270,1,271,0.2556,0.7444,0.9963,0.0037
TAS,Judbury,68,160,228,1,229,0.2982,0.7018,0.9956,0.0044
TAS,Karoola,69,190,259,3,262,0.2664,0.7336,0.9885,0.0115
TAS,Kelso,48,92,140,2,142,0.3429,0.6571,0.9859,0.0141
TAS,Kempton,88,217,305,4,309,0.2885,0.7115,0.9871,0.0129
TAS,Kettering,236,224,460,3,463,0.513,0.487,0.9935,0.0065
TAS,Kings Meadows,581,1112,1693,29,1722,0.3432,0.6568,0.9832,0.0168
TAS,Kingston,1932,2005,3937,34,3971,0.4907,0.5093,0.9914,0.0086
TAS,Kingston Beach,1399,1184,2583,20,2603,0.5416,0.4584,0.9923,0.0077
TAS,Koonya,62,49,111,1,112,0.5586,0.4414,0.9911,0.0089
TAS,Lachlan,131,199,330,1,331,0.397,0.603,0.997,0.003
TAS,Lady Barron,52,98,150,1,151,0.3467,0.6533,0.9934,0.0066
TAS,Lansdowne Crescent,669,252,921,10,931,0.7264,0.2736,0.9893,0.0107
TAS,Latrobe,726,1676,2402,42,2444,0.3022,0.6978,0.9828,0.0172
TAS,Lauderdale,1269,1084,2353,26,2379,0.5393,0.4607,0.9891,0.0109
TAS,Launceston,362,285,647,4,651,0.5595,0.4405,0.9939,0.0061
TAS,Launceston Central,421,501,922,8,930,0.4566,0.5434,0.9914,0.0086
TAS,Launceston East,798,657,1455,10,1465,0.5485,0.4515,0.9932,0.0068
TAS,Launceston South,634,1110,1744,22,1766,0.3635,0.6365,0.9875,0.0125
TAS,Launceston West,837,950,1787,14,1801,0.4684,0.5316,0.9922,0.0078
TAS,Lebrina,68,167,235,2,237,0.2894,0.7106,0.9916,0.0084
TAS,Legana,831,1166,1997,13,2010,0.4161,0.5839,0.9935,0.0065
TAS,Lenah Valley,964,703,1667,8,1675,0.5783,0.4217,0.9952,0.0048
TAS,Levendale,27,84,111,0,111,0.2432,0.7568,1.0,0.0
TAS,Lileah,20,35,55,0,55,0.3636,0.6364,1.0,0.0
TAS,Lilydale,241,432,673,7,680,0.3581,0.6419,0.9897,0.0103
TAS,Lindisfarne,1239,1182,2421,14,2435,0.5118,0.4882,0.9943,0.0057
TAS,Loatta Road,899,716,1615,10,1625,0.5567,0.4433,0.9938,0.0062
TAS,Longford,636,1455,2091,15,2106,0.3042,0.6958,0.9929,0.0071
TAS,Lower Barrington,85,267,352,5,357,0.2415,0.7585,0.986,0.014
TAS,Lower Sandy Bay,1234,829,2063,12,2075,0.5982,0.4018,0.9942,0.0058
TAS,Lutana,434,718,1152,4,1156,0.3767,0.6233,0.9965,0.0035
TAS,Magra,135,318,453,4,457,0.298,0.702,0.9912,0.0088
TAS,Malonga Park,482,619,1101,7,1108,0.4378,0.5622,0.9937,0.0063
TAS,Margate,749,794,1543,19,1562,0.4854,0.5146,0.9878,0.0122
TAS,Marrawah,34,135,169,1,170,0.2012,0.7988,0.9941,0.0059
TAS,Mathinna,23,89,112,3,115,0.2054,0.7946,0.9739,0.0261
TAS,Mawbanna,13,47,60,0,60,0.2167,0.7833,1.0,0.0
TAS,Maydena,53,138,191,2,193,0.2775,0.7225,0.9896,0.0104
TAS,Meander,76,153,229,1,230,0.3319,0.6681,0.9957,0.0043
TAS,Melrose,42,101,143,0,143,0.2937,0.7063,1.0,0.0
TAS,Middleton,112,144,256,3,259,0.4375,0.5625,0.9884,0.0116
TAS,Midway Point,593,853,1446,11,1457,0.4101,0.5899,0.9925,0.0075
TAS,Mole Creek,74,306,380,4,384,0.1947,0.8053,0.9896,0.0104
TAS,Molesworth,119,150,269,2,271,0.4424,0.5576,0.9926,0.0074
TAS,Montagu,36,87,123,1,124,0.2927,0.7073,0.9919,0.0081
TAS,Montagu Bay,669,561,1230,6,1236,0.5439,0.4561,0.9951,0.0049
TAS,Montello,417,937,1354,16,1370,0.308,0.692,0.9883,0.0117
TAS,Montrose,202,299,501,2,503,0.4032,0.5968,0.996,0.004
TAS,Moonah,1100,1083,2183,22,2205,0.5039,0.4961,0.99,0.01
TAS,Moonah North,405,524,929,10,939,0.436,0.564,0.9894,0.0106
TAS,Moorleah,61,125,186,4,190,0.328,0.672,0.9789,0.0211
TAS,Moriarty,70,160,230,2,232,0.3043,0.6957,0.9914,0.0086
TAS,Mornington,194,294,488,3,491,0.3975,0.6025,0.9939,0.0061
TAS,Mount Nelson,679,387,1066,8,1074,0.637,0.363,0.9926,0.0074
TAS,Mount Stuart,426,299,725,1,726,0.5876,0.4124,0.9986,0.0014
TAS,Mowbray,432,1047,1479,20,1499,0.2921,0.7079,0.9867,0.0133
TAS,Myrtle Park,14,44,58,0,58,0.2414,0.7586,1.0,0.0
TAS,Nabowla,11,57,68,1,69,0.1618,0.8382,0.9855,0.0145
TAS,Natone,56,122,178,2,180,0.3146,0.6854,0.9889,0.0111
TAS,New Norfolk,846,1685,2531,26,2557,0.3343,0.6657,0.9898,0.0102
TAS,New Norfolk North,310,642,952,9,961,0.3256,0.6744,0.9906,0.0094
TAS,New Town,621,333,954,5,959,0.6509,0.3491,0.9948,0.0052
TAS,Newdegate,708,424,1132,5,1137,0.6254,0.3746,0.9956,0.0044
TAS,Newstead,665,1070,1735,12,1747,0.3833,0.6167,0.9931,0.0069
